Actual,Predicted,Mean Squared,,
5.303304908,5.367708,0.004147758,,
3.63758616,3.9220788,0.080936062,,
5.846438775,5.8359146,0.000110758,,
4.369447852,4.4761477,0.011384857,,
4.744932128,4.3761625,0.135991039,,
4.65396035,4.612663,0.001705471,,
4.430816799,4.3870564,0.001914973,,
4.060443011,4.1677046,0.011505049,,
4.852030264,4.9066014,0.002978009,,
1.098612289,1.3304214,0.053735464,,
5.673323267,5.6280193,0.002052449,,
5.370638028,5.4819665,0.012394029,,
3.63758616,3.5848112,0.002785196,,
1.609437912,1.6985434,0.007939788,,
5.192956851,5.3468814,0.023692767,,
5.501258211,5.370119,0.017197493,,
5.147494477,5.148283,6.21769E-07,,
5.655991811,5.5446167,0.012404415,,
5.370638028,5.276696,0.008825105,,
5.609471795,5.4254527,0.033863027,,
3.433987204,3.7123516,0.077486737,,
6.541029999,6.6265574,0.007314936,,
5.220355825,5.328855,0.011772071,,
4.060443011,3.9007323,0.025507511,,
4.406719247,4.6275716,0.048775762,,
4.836281907,4.999199,0.026541979,,
1.609437912,1.6747478,0.004265381,,
4.795790546,4.875052,0.006282378,,
5.043425117,4.8373404,0.042470911,,
4.532599493,4.5029845,0.000877048,,
5.023880521,4.8564878,0.028020323,,
5.802118375,5.7969503,2.6709E-05,,
5.247024072,4.9730587,0.075057025,,
4.532599493,4.3676825,0.027197615,,
5.749392986,5.7669578,0.000308523,,
5.379897354,5.412878,0.001087723,,
4.356708827,4.285102,0.005127538,,
4.672828834,4.75415,0.006613132,,
4.663439094,4.6592836,1.72681E-05,,
5.087596335,5.075869,0.00013753,,
0.693147181,1.380141,0.471960508,,
5.030437921,4.8816333,0.022142815,,
5.484796933,5.5472164,0.00389619,,
4.718498871,4.7743683,0.003121393,,
5.087596335,5.0559273,0.001002928,,
2.197224577,2.298567,0.010270287,,
3.713572067,3.7833264,0.004865667,,
5.451038454,5.441902,8.34748E-05,,
5.159055299,5.0525146,0.011350921,,
4.343805422,4.483805,0.019599882,,
1.945910149,1.8897024,0.003159311,,
5.370638028,5.450364,0.006356231,,
5.056245805,5.1594534,0.010651808,,
2.48490665,2.2013636,0.080396661,,
5.897153868,5.806316,0.008251518,,
5.666426688,5.514534,0.023071389,,
5.880532986,5.956854,0.005824897,,
3.17805383,3.0316746,0.021426879,,
5.247024072,5.3431234,0.009235081,,
5.799092654,5.8539095,0.003004887,,
4.709530201,4.763525,0.002915438,,
5.252273428,5.1382227,0.013007569,,
1.945910149,1.7563083,0.035948861,,
1.098612289,1.4284625,0.108801162,,
4.382026635,4.3126726,0.004809982,,
5.686975356,5.703251,0.000264897,,
3.433987204,3.2750623,0.025257125,,
3.258096538,3.3259525,0.004604432,,
1.791759469,2.3149023,0.273678421,,
5.365976015,5.418843,0.002794918,,
5.365976015,5.3680334,4.23283E-06,,
5.252273428,5.1216936,0.017051091,,
1.945910149,1.9916686,0.002093836,,
3.784189634,3.972428,0.035433682,,
4.795790546,4.714814,0.006557201,,
6.349138991,6.350136,9.94026E-07,,
2.302585093,2.2035024,0.00981738,,
5.147494477,5.137493,0.00010003,,
0.693147181,1.0955832,0.16195475,,
3.526360525,3.4422987,0.00706639,,
1.386294361,1.4557513,0.004824266,,
5.991464547,5.9624305,0.000842976,,
5.123963979,5.102176,0.000474716,,
4.762173935,4.8641286,0.010394754,,
5.402677382,5.3180685,0.007158663,,
5.231108617,4.98657,0.059799135,,
4.875197323,4.6880646,0.035018656,,
5.863631176,5.865101,2.16038E-06,,
3.33220451,3.4757974,0.020618918,,
5.560681631,5.405495,0.02408289,,
2.564949357,2.3754258,0.035919179,,
3.828641396,3.5636587,0.070215829,,
4.990432587,4.6998835,0.084418772,,
6.32256524,6.284888,0.001419574,,
5.697093487,5.730343,0.00110553,,
0.693147181,1.3893049,0.48463557,,
2.48490665,2.9451807,0.211852201,,
5.327876169,5.3479915,0.000404627,,
1.609437912,1.4658074,0.020629724,,
5.117993812,5.151017,0.001090531,,
4.304065093,4.205331,0.009748421,,
1.791759469,1.7254248,0.004400288,,
6.456769656,6.475473,0.000349815,,
4.8978398,4.906156,6.91592E-05,,
5.036952602,5.039253,5.29183E-06,,
5.308267697,5.277949,0.000919223,,
1.791759469,2.1907349,0.159181394,,
4.736198448,4.542592,0.037483457,,
4.343805422,4.237213,0.011361944,,
3.135494216,3.215146,0.006344407,,
1.609437912,1.5684607,0.001679132,,
5.446737372,5.390592,0.003152303,,
4.663439094,4.8223495,0.025252517,,
5.105945474,5.048135,0.003342051,,
1.609437912,1.8162105,0.042754903,,
2.397895273,2.5010188,0.010634462,,
4.343805422,4.2142487,0.016784944,,
5.438079309,5.487522,0.00244458,,
3.218875825,3.2791514,0.003633145,,
5.583496309,5.427693,0.024274671,,
4.875197323,4.74251,0.017605926,,
5.556828062,5.705287,0.022040056,,
1.609437912,1.519765,0.008041231,,
4.624972813,4.7792397,0.023798272,,
5.85220248,5.8729825,0.000431809,,
6.107022888,5.9277797,0.03212812,,
4.369447852,4.4413557,0.005170739,,
5.267858159,5.3205237,0.002773659,,
4.663439094,4.750786,0.007629482,,
4.49980967,4.515189,0.000236524,,
1.609437912,1.4982666,0.012359061,,
3.610917913,3.329946,0.078945216,,
4.406719247,4.414213,5.61563E-05,,
5.272999559,5.242493,0.00093065,,
2.833213344,3.1687346,0.112574513,,
2.890371758,3.1558464,0.070476786,,
5.313205979,5.2606835,0.002758611,,
5.840641657,5.712489,0.016423104,,
5.257495372,5.2562637,1.51702E-06,,
3.258096538,3.2465193,0.000134032,,
2.890371758,3.0726364,0.0332204,,
5.602118821,5.5401893,0.003835266,,
4.744932128,4.8949237,0.022497472,,
1.386294361,1.2577978,0.016511366,,
5.402677382,5.4024844,3.7242E-08,,
0.693147181,1.2783511,0.342463627,,
3.970291914,4.1071978,0.018743222,,
4.634728988,4.614559,0.000406828,,
5.991464547,5.79058,0.040354601,,
4.820281566,4.8902907,0.004901279,,
2.302585093,2.2123942,0.008134397,,
4.718498871,4.5259147,0.037088663,,
5.262690189,5.330732,0.004629688,,
5.459585514,5.394639,0.00421805,,
3.135494216,3.0319555,0.010720266,,
5.723585102,5.7031684,0.000416842,,
4.394449155,4.164791,0.052742868,,
3.555348061,3.6799188,0.015517869,,
6.269096284,6.1627545,0.011308575,,
3.433987204,3.410536,0.000549959,,
5.82008293,5.7528753,0.004516866,,
5.241747015,5.143628,0.009627341,,
3.555348061,3.5151327,0.001617275,,
4.060443011,3.775647,0.081108768,,
5.393627546,5.4061193,0.000156044,,
6.12905021,6.0239215,0.011052046,,
4.941642423,4.863011,0.006182901,,
6.444131257,6.3660254,0.006100525,,
4.912654886,4.957981,0.002054457,,
5.602118821,5.6319723,0.00089123,,
5.416100402,5.3800383,0.001300475,,
3.17805383,3.0788972,0.009832037,,
6.198478716,6.0473013,0.022854611,,
2.079441542,1.9553902,0.015388735,,
2.197224577,1.9941294,0.041247651,,
4.094344562,4.2930827,0.039496847,,
4.94875989,4.8147583,0.017956426,,
4.691347882,4.5623703,0.016635217,,
6.23636959,6.137203,0.009834013,,
5.407171771,5.4465466,0.001550377,,
5.81711116,5.7015724,0.013349205,,
5.402677382,5.4525843,0.0024907,,
4.025351691,4.0923953,0.004494846,,
4.672828834,4.6216288,0.002621444,,
6.135564891,6.0431027,0.008549257,,
1.791759469,1.7534268,0.001469394,,
5.564520407,5.41319,0.022900892,,
5.087596335,5.0402713,0.002239659,,
4.262679877,4.2733955,0.000114825,,
5.370638028,5.4203653,0.002472802,,
3.784189634,3.6764674,0.01160408,,
4.955827058,5.2375684,0.079378184,,
5.424950017,5.43202,4.99847E-05,,
5.081404365,4.7962904,0.081289973,,
3.850147602,3.8285651,0.000465804,,
4.644390899,4.596438,0.002299481,,
3.135494216,2.9296756,0.042361303,,
4.248495242,4.3308496,0.00678224,,
5.327876169,5.330732,8.15577E-06,,
5.023880521,5.1162534,0.008532749,,
4.820281566,4.867273,0.002208195,,
4.672828834,4.461703,0.044574118,,
5.087596335,5.1858554,0.009654844,,
4.736198448,4.757444,0.000451373,,
4.624972813,4.7448916,0.014380515,,
4.262679877,4.0213113,0.05825879,,
4.276666119,4.281444,2.28281E-05,,
5.673323267,5.565368,0.01165434,,
1.386294361,1.9224563,0.287469625,,
5.880532986,5.795207,0.007280524,,
5.176149733,5.3243313,0.021957777,,
4.234106505,4.399441,0.027335495,,
4.672828834,4.760111,0.007618176,,
2.564949357,2.24466,0.102585273,,
5.111987788,5.137188,0.000635051,,
5.241747015,5.3065867,0.004204185,,
4.700480366,4.760982,0.003660448,,
5.81711116,5.74115,0.005770098,,
1.609437912,1.7276131,0.013965375,,
3.688879454,3.3292696,0.129319247,,
1.609437912,1.6044966,2.44166E-05,,
4.48863637,4.5904174,0.010359378,,
4.882801923,4.7838855,0.009784459,,
2.48490665,2.3979478,0.007561842,,
6.368187186,6.226857,0.019974222,,
6.206575927,6.224251,0.000312408,,
2.079441542,1.5726137,0.256874461,,
6.200509174,6.1095862,0.008266987,,
2.397895273,2.5272949,0.016744264,,
4.290459441,4.383929,0.008736558,,
5.564520407,5.6474667,0.006880087,,
2.708050201,3.167989,0.211543699,,
4.219507705,4.20879,0.000114869,,
5.393627546,5.547024,0.023530472,,
2.48490665,2.0012193,0.233953452,,
3.663561646,3.5965145,0.00449532,,
2.63905733,2.8843765,0.060181495,,
2.944438979,3.0271995,0.006849304,,
4.532599493,4.5412717,7.52072E-05,,
2.833213344,2.9497025,0.013569723,,
5.267858159,5.3172674,0.002441273,,
5.451038454,5.4120803,0.001517738,,
4.382026635,4.444289,0.003876602,,
3.401197382,3.151944,0.062127248,,
5.33753808,5.3241596,0.000178984,,
4.127134385,4.3566747,0.052688756,,
3.871201011,3.5618565,0.095694026,,
4.644390899,4.49149,0.023378685,,
1.791759469,1.902073,0.012169075,,
4.672828834,4.6523104,0.000421006,,
2.944438979,3.0427606,0.009667141,,
5.765191103,5.6756725,0.00801358,,
4.718498871,4.4202957,0.088925131,,
6.652863029,6.5967984,0.003143243,,
5.141663557,5.256999,0.013302265,,
2.197224577,1.8393229,0.128093611,,
4.927253685,5.0711064,0.020693604,,
1.945910149,1.8725076,0.005387934,,
3.761200116,3.903842,0.020346707,,
4.454347296,4.4923058,0.001440848,,
5.983936281,6.144939,0.025921876,,
5.993961427,5.9739127,0.000401951,,
2.197224577,1.8735684,0.104753321,,
4.983606622,4.802771,0.032701522,,
4.983606622,4.8966956,0.007553526,,
4.234106505,4.0934334,0.019788922,,
3.17805383,3.184743,4.4745E-05,,
5.393627546,5.5440035,0.022612927,,
5.860786223,5.7676635,0.008671842,,
3.850147602,4.051938,0.040719365,,
4.204692619,4.041355,0.026679178,,
3.912023005,4.0323076,0.014468384,,
5.707110265,5.726154,0.000362664,,
2.772588722,2.8038378,0.000976505,,
2.302585093,1.9383202,0.132688912,,
5.187385806,5.0874977,0.009977634,,
6.100318952,6.1409225,0.001648648,,
6.144185634,6.1428766,1.71357E-06,,
5.003946306,4.9661183,0.001430958,,
1.386294361,1.4059622,0.000386824,,
4.682131227,4.828898,0.021540486,,
4.584967479,4.479991,0.011020061,,
4.927253685,4.912028,0.000231821,,
5.840641657,5.853309,0.000160462,,
2.397895273,1.7663375,0.39886522,,
2.397895273,2.5838747,0.034588347,,
5.272999559,5.1796403,0.008715951,,
0.693147181,0.77237576,0.006277168,,
6.194405391,6.159474,0.001220202,,
3.044522438,3.1769946,0.017548874,,
5.252273428,5.1461744,0.011257004,,
5.141663557,5.039508,0.010435758,,
3.784189634,3.5718968,0.045068247,,
5.693732139,5.648274,0.002066442,,
0.693147181,1.1422014,0.201649692,,
5.501258211,5.44758,0.00288135,,
4.127134385,4.1467457,0.000384604,,
4.663439094,4.6624007,1.07826E-06,,
4.882801923,4.7902966,0.008557235,,
3.526360525,3.5546067,0.000797846,,
3.091042453,3.0140674,0.005925159,,
4.709530201,4.7946568,0.007246538,,
5.356586275,5.31033,0.002139643,,
5.826000107,5.8951855,0.004786619,,
4.682131227,4.8097124,0.016276956,,
2.197224577,2.3773422,0.032442358,,
6.29156914,6.1540527,0.018910771,,
5.141663557,5.308567,0.027856759,,
3.218875825,3.167786,0.00261017,,
5.442417711,5.462317,0.000395982,,
4.521788577,4.463129,0.003440946,,
5.18178355,5.178106,1.35244E-05,,
3.044522438,3.1883266,0.020679637,,
5.910796644,6.0048003,0.008836687,,
2.397895273,2.3914382,4.16938E-05,,
5.420534999,5.3417478,0.006207423,,
5.308267697,5.4685936,0.025704395,,
4.852030264,4.7994347,0.002766293,,
6.230481448,6.213883,0.000275508,,
5.780743516,5.821678,0.001675632,,
5.613128106,5.5548363,0.003397935,,
6.013715156,5.9270577,0.007509515,,
5.342334252,5.2498994,0.008544202,,
4.779123493,4.6917834,0.007628292,,
1.791759469,1.6763604,0.013316945,,
6.324358962,6.374945,0.002558947,,
2.197224577,1.8290143,0.135578808,,
5.247024072,5.3183055,0.005081042,,
2.079441542,2.0579462,0.00046205,,
4.248495242,4.252428,1.54666E-05,,
4.770684624,4.8475933,0.005914944,,
1.609437912,1.968658,0.129039071,,
5.308267697,5.2376075,0.004992863,,
5.579729826,5.495275,0.007132618,,
4.465908119,4.566437,0.010106056,,
4.143134726,4.1709056,0.000771221,,
4.521788577,4.579747,0.003359179,,
3.610917913,3.6830964,0.005209734,,
4.553876892,4.505467,0.002343518,,
2.833213344,3.0004153,0.027956494,,
5.575949103,5.510473,0.00428712,,
5.648974238,5.641116,6.17519E-05,,
3.465735903,3.7642944,0.089137176,,
5.866468057,5.9504175,0.007047509,,
5.036952602,5.1355915,0.009729632,,
1.386294361,1.4142547,0.000781781,,
2.772588722,2.4703708,0.091335673,,
4.584967479,4.7428837,0.024937533,,
4.48863637,4.466385,0.000495123,,
5.513428746,5.3475866,0.027503617,,
5.438079309,5.3746977,0.004017228,,
5.564520407,5.5642414,7.78451E-08,,
4.219507705,4.2505493,0.000963581,,
5.347107531,5.183001,0.026930953,,
5.459585514,5.4120073,0.002263686,,
5.198497031,5.3698015,0.029345221,,
4.356708827,4.2200575,0.018673585,,
1.386294361,1.4670602,0.006523121,,
4.770684624,4.908141,0.018894255,,
5.231108617,5.26475,0.001131743,,
2.944438979,2.7793753,0.027246018,,
2.944438979,2.841903,0.010513627,,
4.644390899,4.5421195,0.010459439,,
4.86753445,5.003712,0.018544325,,
4.927253685,4.9690456,0.001746564,,
5.135798437,5.195807,0.003601028,,
4.941642423,4.8209715,0.014561472,,
5.802118375,5.88978,0.00768456,,
5.33753808,5.2841954,0.002845441,,
1.609437912,1.6420065,0.001060713,,
4.262679877,4.6439857,0.145394131,,
3.761200116,3.6229017,0.019126452,,
5.370638028,5.407407,0.001351957,,
1.791759469,1.4175489,0.14003355,,
3.295836866,3.0195506,0.076334101,,
5.010635294,5.0642986,0.00287975,,
5.493061443,6.060883,0.32242132,,
4.430816799,4.4624367,0.000999818,,
4.615120517,4.7701054,0.024020314,,
4.158883083,4.0173674,0.020026689,,
5.087596335,5.3855495,0.088776088,,
4.189654742,4.824222,0.402675605,,
6.255750042,6.2749434,0.000368385,,
5.252273428,5.1503553,0.010387305,,
4.753590191,4.801028,0.002250346,,
5.442417711,5.4646125,0.000492609,,
5.375278408,5.1073804,0.071769343,,
4.919980926,4.9327803,0.000163824,,
5.402677382,5.4608903,0.003388744,,
5.081404365,5.0359263,0.002068254,,
2.708050201,2.8968177,0.035633169,,
1.098612289,1.5220274,0.179280357,,
5.043425117,4.9589353,0.007138529,,
6.289715571,6.198112,0.008391214,,
3.555348061,3.7344978,0.032094629,,
1.609437912,1.8517915,0.058735261,,
1.609437912,1.5343258,0.005641829,,
3.044522438,3.2832444,0.056988175,,
4.077537444,3.9479208,0.016800474,,
5.641907071,5.768926,0.016133808,,
1.945910149,2.068014,0.01490935,,
2.772588722,2.8129313,0.001627524,,
5.648974238,5.59556,0.002853081,,
2.197224577,2.151729,0.002069848,,
6.049733455,6.0300198,0.000388628,,
3.850147602,3.7815504,0.004705576,,
5.332718793,5.317657,0.000226858,,
6.200509174,6.097663,0.010577336,,
6.426488457,6.417619,7.86673E-05,,
4.905274778,5.1340075,0.052318658,,
3.583518938,3.7393,0.024267739,,
1.945910149,1.7518009,0.037678401,,
4.753590191,4.653964,0.009925378,,
2.48490665,2.6969092,0.044945081,,
5.549076085,5.5848627,0.001280682,,
3.828641396,4.0387135,0.044130289,,
4.770684624,4.772531,3.4091E-06,,
4.465908119,4.457529,7.02096E-05,,
3.496507561,3.4774916,0.000361607,,
4.672828834,4.4579496,0.046173085,,
4.795790546,4.7873845,7.06616E-05,,
5.192956851,5.022314,0.029118983,,
4.33073334,4.5055695,0.030567683,,
5.062595033,5.0769,0.000204632,,
5.84932478,5.947031,0.009546505,,
6.445719819,6.4379854,5.98212E-05,,
5.398162702,5.412433,0.000203641,,
1.386294361,1.4402277,0.002908805,,
2.48490665,2.2814016,0.041414305,,
1.791759469,2.1139083,0.103779869,,
2.302585093,2.2594507,0.001860576,,
5.043425117,4.964185,0.006278996,,
5.799092654,5.784665,0.000208157,,
5.789960171,5.8737264,0.007016781,,
4.290459441,4.216544,0.005463492,,
5.332718793,5.2047157,0.016384792,,
5.620400866,5.6998577,0.006313389,,
6.120297419,6.135415,0.000228541,,
4.605170186,4.3092117,0.087591425,,
5.433722004,5.575843,0.020198378,,
2.48490665,2.5682976,0.006954051,,
3.496507561,3.2354262,0.068163477,,
0.693147181,0.97760344,0.080915364,,
2.302585093,2.468712,0.027598149,,
4.234106505,4.1862297,0.002292188,,
5.424950017,5.48876,0.004071714,,
6.163314804,6.053732,0.012008391,,
5.262690189,5.076362,0.034718194,,
5.549076085,5.490289,0.003455921,,
4.564348191,4.5331964,0.000970434,,
5.433722004,5.4852858,0.002658825,,
3.295836866,3.5425305,0.060857749,,
5.488937726,5.5142636,0.0006414,,
3.80666249,3.95963,0.023399059,,
2.302585093,3.481587,1.390045497,,
3.988984047,4.0157785,0.000717943,,
3.295836866,3.2197154,0.005794478,,
6.663132696,6.5485506,0.013129057,,
3.496507561,3.3228695,0.030150176,,
5.641907071,5.5612483,0.006505837,,
5.497168225,5.3658857,0.017235101,,
3.135494216,3.2078545,0.005236011,,
5.043425117,5.0962687,0.002792444,,
5.463831805,5.4171743,0.002176923,,
5.533389489,5.5208497,0.000157246,,
4.025351691,4.0375953,0.000149906,,
5.910796644,5.84696,0.004075117,,
5.831882477,5.874512,0.001817276,,
1.791759469,1.7945062,7.54453E-06,,
6.045005314,5.96535,0.006344969,,
5.872117789,5.8033175,0.00473348,,
3.970291914,4.0989475,0.01655226,,
4.077537444,4.143507,0.004351982,,
5.811140993,6.276298,0.216371041,,
5.204006687,5.292487,0.007828766,,
5.272999559,5.425405,0.023227419,,
3.583518938,3.4980426,0.007306204,,
6.02827852,6.00021,0.000787842,,
5.030437921,5.120714,0.00814977,,
5.455321115,5.3817706,0.005409678,,
5.209486153,5.303593,0.008856099,,
4.804021045,4.781699,0.000498274,,
5.433722004,5.3136525,0.014416686,,
4.553876892,4.4221945,0.017340252,,
5.099866428,4.7220745,0.142726741,,
5.298317367,5.273769,0.000602622,,
3.850147602,3.8989975,0.002386313,,
1.945910149,1.928041,0.000319306,,
5.323009979,5.4183116,0.009082399,,
4.770684624,4.8906527,0.014392339,,
3.401197382,3.3657265,0.001258183,,
5.272999559,5.3296,0.00320361,,
5.590986981,5.4793167,0.012470252,,
