Actual,Predicted,Mean Sqaured,,
0,0.35620022,0.126878597,,
2.079441542,1.8493173,0.052957167,,
3.496507561,3.1204352,0.141430421,,
2.708050201,2.603702,0.010888547,,
4.290459441,4.110479,0.032392959,,
1.098612289,1.070949,0.000765258,,
3.496507561,3.5853276,0.007888999,,
1.098612289,0.8832433,0.046383801,,
1.098612289,1.0768048,0.000475567,,
1.791759469,2.6630547,0.759155379,,
3.295836866,3.6841369,0.150776916,,
3.091042453,3.620824,0.280668487,,
2.995732274,3.0160728,0.000413737,,
4.394449155,4.3740783,0.000414972,,
0.693147181,0.8331753,0.019607874,,
3.044522438,3.0674667,0.000526439,,
2.079441542,2.252873,0.030078471,,
4.96284463,4.691164,0.073810365,,
5.505331536,5.289039,0.046782461,,
1.791759469,1.2356815,0.309222708,,
2.833213344,2.8030944,0.000907151,,
2.708050201,2.350829,0.127606987,,
2.197224577,1.7661738,0.185804773,,
0.693147181,0.9332224,0.057636111,,
4.077537444,4.1230097,0.002067726,,
4.844187086,4.8209167,0.000541511,,
0,0.16365701,0.026783617,,
2.833213344,3.262366,0.184172002,,
3.871201011,3.8849251,0.000188351,,
2.079441542,2.409338,0.108831673,,
1.791759469,1.158391,0.401155618,,
4.143134726,4.2770524,0.017933943,,
0.693147181,1.1341225,0.194459232,,
2.564949357,2.5799897,0.000226212,,
2.079441542,1.7783775,0.090639557,,
1.098612289,0.9103342,0.035448639,,
2.197224577,1.7965368,0.160550695,,
2.63905733,3.052532,0.170961303,,
4.543294782,4.5793443,0.001299568,,
0.693147181,0.53980064,0.023515162,,
2.302585093,1.9238513,0.143439286,,
1.386294361,1.2106512,0.03085052,,
0.693147181,0.8912267,0.039235496,,
3.33220451,3.636677,0.092703497,,
4.394449155,4.3623776,0.001028585,,
3.912023005,3.975205,0.003991964,,
4.317488114,4.1282806,0.035799483,,
2.564949357,2.8113313,0.060704062,,
3.36729583,3.5920537,0.0505161,,
4.025351691,4.316701,0.08488442,,
3.931825633,3.8140917,0.013861279,,
4.890349128,4.7746553,0.013385062,,
2.302585093,2.1485806,0.023717384,,
2.63905733,2.6763718,0.00139237,,
1.386294361,1.3373129,0.002399184,,
0,0.10872623,0.011821393,,
4.234106505,4.6247954,0.152637813,,
2.197224577,2.2355137,0.001466057,,
1.098612289,0.98505855,0.012894452,,
0.693147181,0.8073538,0.013043152,,
2.833213344,2.7211218,0.012564514,,
1.098612289,0.85106355,0.061280378,,
4.33073334,4.121979,0.043578375,,
0.693147181,0.8359257,0.020385706,,
2.708050201,3.0081737,0.090074115,,
3.33220451,3.5011392,0.028538929,,
0,0.16204938,0.026260002,,
3.401197382,3.559138,0.024945239,,
2.564949357,2.6752732,0.01217135,,
2.397895273,2.3764782,0.000458691,,
2.944438979,2.6368263,0.09462556,,
0.693147181,0.47334653,0.048312326,,
0,0.16009793,0.025631347,,
3.465735903,3.503876,0.001454667,,
2.079441542,2.1124387,0.001088812,,
0,0.2845611,0.08097502,,
0.693147181,0.52039874,0.029842024,,
2.833213344,2.7821252,0.002609998,,
5.129898715,4.869282,0.067921072,,
1.098612289,1.0364017,0.003870157,,
0,1.2142646,1.474438519,,
0,0.30433998,0.092622823,,
4.060443011,3.8304036,0.05291813,,
2.944438979,2.6151042,0.108461397,,
2.197224577,2.126422,0.005013005,,
4.127134385,3.9390054,0.035392515,,
1.098612289,1.4081817,0.09583322,,
2.944438979,2.8164694,0.016376213,,
1.386294361,1.0780296,0.095027163,,
2.833213344,2.4836097,0.122222708,,
2.63905733,2.2308824,0.166606773,,
0,0.25618634,0.065631441,,
1.791759469,1.825041,0.00110766,,
5.648974238,5.47407,0.030591493,,
5.003946306,5.120374,0.013555408,,
0,0.010399133,0.000108142,,
3.784189634,3.5453696,0.057035009,,
2.197224577,2.056447,0.019818326,,
2.197224577,2.3600502,0.026512183,,
0.693147181,0.50986326,0.033592996,,
1.609437912,1.3729713,0.055916459,,
0.693147181,0.9022749,0.043734403,,
1.098612289,1.065614,0.001088887,,
5.003946306,4.591973,0.169722005,,
0,0.19714472,0.038866041,,
2.079441542,2.4640667,0.147936512,,
4.934473933,4.875323,0.003498833,,
0,0.23429754,0.054895337,,
1.791759469,1.692596,0.009833394,,
2.397895273,2.1470385,0.06292912,,
5.579729826,5.598887,0.000366997,,
4.276666119,3.917388,0.129080767,,
4.804021045,5.15593,0.123839913,,
3.091042453,3.035978,0.003032094,,
3.737669618,4.24245,0.254803234,,
2.63905733,2.7928243,0.023644281,,
2.397895273,2.2200804,0.031618129,,
3.891820298,4.208702,0.100414013,,
2.708050201,1.6882601,1.03997185,,
5.231108617,5.3370333,0.011220038,,
1.609437912,1.494897,0.013119621,,
3.80666249,3.5621197,0.059801176,,
3.688879454,3.8216608,0.017630886,,
5.472270674,5.2568116,0.046422612,,
2.302585093,1.8431927,0.211041371,,
3.80666249,3.8763022,0.004849689,,
1.609437912,1.5139306,0.009121647,,
3.36729583,3.61256,0.060154513,,
2.944438979,2.9214857,0.000526853,,
2.197224577,2.5026553,0.093287926,,
1.791759469,2.1768794,0.148317361,,
2.772588722,2.9932532,0.048692812,,
0.693147181,0.8572626,0.026933871,,
5.739792912,5.430154,0.095876256,,
2.397895273,2.4547193,0.00322897,,
0,0.16326502,0.026655467,,
1.791759469,2.1730926,0.145414957,,
5.420534999,5.2754183,0.021058856,,
2.772588722,3.0664432,0.086350454,,
2.079441542,1.3088747,0.593773257,,
0,0.07988268,0.006381243,,
2.944438979,2.7224865,0.049262903,,
0.693147181,0.670683,0.000504639,,
5.424950017,5.2448697,0.032428921,,
2.197224577,2.0902076,0.011452633,,
3.784189634,3.732251,0.002697622,,
0.693147181,1.0164766,0.104541913,,
0.693147181,1.4862323,0.628984007,,
5.416100402,4.4752617,0.885177464,,
4.779123493,4.4653897,0.098428893,,
3.218875825,2.6447568,0.329612655,,
4.143134726,3.7422335,0.160721793,,
1.386294361,1.9967569,0.372664511,,
3.401197382,3.2874713,0.012933622,,
2.995732274,2.8886886,0.011458348,,
2.772588722,2.8673618,0.008981936,,
2.833213344,2.3064575,0.277471719,,
3.401197382,3.4756885,0.005548927,,
3.135494216,3.1712446,0.00127809,,
1.609437912,1.3502481,0.067179359,,
1.945910149,1.9809828,0.001230091,,
2.197224577,2.4838407,0.082148802,,
2.197224577,2.139307,0.003354446,,
1.609437912,0.8137032,0.633193733,,
5.141663557,4.976891,0.027149995,,
5.093750201,4.964399,0.016731733,,
1.386294361,1.3401008,0.002133845,,
0,0.49995798,0.249957982,,
3.583518938,3.5552902,0.000796862,,
1.945910149,2.0996296,0.02362967,,
4.007333185,4.20315,0.038344225,,
4.442651256,4.6549053,0.045051779,,
3.218875825,3.335786,0.013667989,,
5.303304908,5.121837,0.032930602,,
2.302585093,2.5093837,0.042765664,,
4.762173935,4.6144323,0.021827591,,
4.770684624,4.6970716,0.005418877,,
2.833213344,2.0619473,0.594851311,,
3.663561646,4.009856,0.11991978,,
3.988984047,4.1588745,0.028862766,,
0,0.5868748,0.344422031,,
2.944438979,3.1435127,0.039630346,,
3.663561646,3.1163085,0.299486006,,
3.295836866,3.3447676,0.002394217,,
3.583518938,3.5915346,6.42508E-05,,
3.091042453,3.2004728,0.011975001,,
3.737669618,3.308883,0.183857964,,
2.772588722,2.7795668,4.86936E-05,,
4.007333185,4.206124,0.039517788,,
4.189654742,4.4325447,0.058995532,,
2.995732274,2.7676587,0.052017555,,
4.077537444,3.927555,0.022494733,,
1.386294361,1.5831716,0.038760647,,
3.63758616,3.7734716,0.018464853,,
0.693147181,0.30075008,0.153975485,,
3.258096538,3.0958672,0.026318358,,
5.283203729,5.1716714,0.01243946,,
3.988984047,4.089092,0.010021602,,
4.369447852,4.249297,0.014436227,,
1.386294361,1.2493304,0.018759127,,
0.693147181,1.2186747,0.276179174,,
4.736198448,4.690412,0.002096399,,
2.890371758,2.0430923,0.71788248,,
2.564949357,2.3006601,0.069848812,,
0.693147181,0.7420414,0.002390645,,
4.204692619,4.3420434,0.018865237,,
4.736198448,4.549735,0.034768618,,
1.609437912,1.119252,0.240282229,,
2.564949357,2.3474627,0.047300446,,
3.295836866,3.035671,0.067686278,,
1.791759469,2.0304427,0.056969685,,
1.098612289,0.8212557,0.076926677,,
3.526360525,3.0957081,0.185461511,,
5.537334267,5.604202,0.004471294,,
1.098612289,1.3708172,0.074095514,,
3.80666249,3.5648992,0.058449488,,
1.609437912,0.8701446,0.546554602,,
0.693147181,0.7462834,0.002823458,,
3.135494216,2.86966,0.07066783,,
2.564949357,2.222764,0.117090819,,
1.098612289,1.0281365,0.004966837,,
0.693147181,0.9202219,0.051562928,,
0,0.2568764,0.065985485,,
3.737669618,3.9853327,0.061337002,,
3.951243719,4.144253,0.037252583,,
3.433987204,3.1437633,0.084229915,,
0,0.45163268,0.203972078,,
2.397895273,2.1390734,0.066988762,,
1.945910149,1.7253875,0.048630239,,
3.761200116,3.9045582,0.02055154,,
0.693147181,1.031323,0.114362885,,
3.871201011,4.15711,0.08174395,,
0,0.049067497,0.002407619,,
2.944438979,2.503536,0.194395437,,
0.693147181,0.91994464,0.051437088,,
1.945910149,2.1423693,0.038596198,,
2.397895273,2.5129778,0.013243988,,
3.737669618,3.909647,0.02957622,,
4.49980967,4.75668,0.065982366,,
2.833213344,2.6603546,0.029880145,,
3.737669618,3.6802282,0.003299517,,
5.587248658,5.557607,0.000878628,,
1.609437912,2.0193834,0.168055303,,
3.433987204,3.6931517,0.067166236,,
0,0.12736195,0.016221066,,
1.791759469,1.4863527,0.093273295,,
4.356708827,3.9466166,0.168175634,,
3.36729583,3.3267066,0.001647486,,
3.931825633,4.229763,0.088766675,,
0,0.2986379,0.089184595,,
2.302585093,2.0047455,0.088708423,,
3.80666249,3.7766492,0.000900798,,
0,0.0720357,0.005189142,,
3.401197382,3.104082,0.08827755,,
3.258096538,3.2986488,0.001644486,,
0,0.1482706,0.021984171,,
3.496507561,3.592122,0.009142121,,
3.218875825,3.2976599,0.00620693,,
3.737669618,3.517465,0.048490074,,
3.713572067,3.6787002,0.001216047,,
2.079441542,1.8268538,0.063800567,,
3.583518938,3.2528462,0.10934446,,
2.079441542,1.7079729,0.137988952,,
2.197224577,1.9159995,0.079087544,,
1.609437912,1.0586653,0.303350471,,
1.609437912,1.4529455,0.024489875,,
1.609437912,1.830652,0.048935673,,
0.693147181,1.4703599,0.604059611,,
0.693147181,0.93505096,0.058517439,,
1.609437912,1.3905177,0.047926059,,
2.397895273,2.2220054,0.030937247,,
2.890371758,2.9209905,0.000937507,,
1.386294361,0.87322795,0.263237142,,
2.397895273,2.3413587,0.003196384,,
3.988984047,3.8801734,0.011839757,,
3.688879454,3.7456043,0.003217708,,
0,0.019526094,0.000381268,,
2.944438979,2.86456,0.006380651,,
2.197224577,2.2444232,0.00222771,,
3.465735903,3.3772922,0.007822289,,
3.135494216,3.1506772,0.000230523,,
4.127134385,4.420452,0.086035223,,
1.791759469,2.3189344,0.277913408,,
2.564949357,2.8972259,0.110407701,,
0.693147181,0.61483216,0.006133242,,
0.693147181,0.5445431,0.022083173,,
3.258096538,3.2084496,0.002464818,,
3.610917913,3.7377002,0.016073748,,
0,0.63443476,0.402507465,,
1.098612289,1.2331982,0.018113368,,
4.094344562,4.1096306,0.000233663,,
4.17438727,4.149022,0.000643397,,
5.141663557,5.1362505,2.93012E-05,,
2.48490665,2.3696039,0.013294724,,
0.693147181,0.4298814,0.069308871,,
4.343805422,4.523059,0.032131845,,
3.663561646,3.6120343,0.002655067,,
0,0.069925815,0.00488962,,
4.709530201,4.961179,0.063327118,,
0.693147181,0.43999436,0.064086351,,
3.33220451,3.1866636,0.021182157,,
2.397895273,2.2157238,0.033186446,,
5.003946306,4.4593086,0.296630231,,
4.418840608,4.205889,0.045348387,,
1.098612289,1.026709,0.005170083,,
1.386294361,1.2138544,0.02973554,,
4.189654742,4.1521244,0.001408527,,
4.615120517,4.305182,0.096061884,,
1.098612289,0.7854878,0.098046945,,
3.63758616,3.7860641,0.022045699,,
2.995732274,2.3949823,0.360900531,,
0.693147181,1.0951588,0.161613342,,
4.477336814,3.98875,0.238717075,,
0.693147181,0.82299936,0.016861589,,
3.295836866,3.6009219,0.093076878,,
4.025351691,3.9285114,0.009378042,,
1.098612289,0.9944401,0.010851845,,
1.609437912,1.5200644,0.007987625,,
2.63905733,2.5611427,0.00607069,,
3.465735903,3.3840978,0.00666478,,
3.891820298,3.398634,0.243232725,,
4.709530201,4.4600315,0.062249602,,
3.218875825,2.966586,0.063650156,,
2.48490665,2.8065917,0.103481272,,
4.691347882,4.750141,0.003456631,,
2.197224577,2.0849519,0.012605154,,
5.476463552,5.474146,5.37105E-06,,
1.791759469,1.1635144,0.394691867,,
1.098612289,1.083931,0.00021554,,
1.386294361,1.4281626,0.001752949,,
2.995732274,3.1793053,0.033699056,,
2.890371758,3.32042,0.184941491,,
4.369447852,4.3754225,3.56964E-05,,
1.945910149,1.9377695,6.62702E-05,,
3.871201011,3.7873023,0.007038994,,
4.304065093,4.2827487,0.000454389,,
3.583518938,3.063574,0.270342739,,
3.36729583,3.610399,0.059099151,,
3.784189634,3.6683004,0.013430315,,
0,0.16702315,0.027896733,,
2.708050201,2.6364896,0.00512092,,
4.077537444,3.9755504,0.010401357,,
1.609437912,1.5935065,0.00025381,,
5.455321115,4.507752,0.897887228,,
1.098612289,0.98275614,0.013422647,,
5.283203729,5.0812607,0.040780987,,
4.543294782,4.526704,0.000275254,,
4.189654742,3.9410813,0.061788756,,
1.386294361,1.2034105,0.033446507,,
2.944438979,2.353806,0.348847316,,
1.609437912,1.541901,0.004561235,,
2.564949357,2.9264677,0.130695512,,
3.951243719,4.1521244,0.040353048,,
4.553876892,4.3149834,0.0570701,,
3.135494216,3.1058874,0.000876564,,
3.17805383,2.2167728,0.924061219,,
4.189654742,4.2364697,0.00219164,,
3.17805383,3.0592568,0.014112734,,
3.63758616,3.4816835,0.024305639,,
2.197224577,1.8903503,0.094171822,,
3.091042453,3.0156274,0.00568743,,
4.787491743,4.636115,0.022914918,,
0.693147181,1.6821297,0.978086424,,
5.192956851,5.3080597,0.013248666,,
2.995732274,2.9622228,0.001122885,,
2.197224577,2.542071,0.118919055,,
2.079441542,2.0530987,0.000693945,,
1.098612289,0.90470487,0.037600087,,
2.833213344,2.5173666,0.099759166,,
4.204692619,4.1018987,0.01056659,,
0.693147181,1.1514645,0.210054765,,
5.159055299,5.1704116,0.000128966,,
0,0.3659383,0.133910839,,
1.791759469,1.5035775,0.083048847,,
0,-0.039158285,0.001533371,,
1.609437912,1.1541066,0.207326604,,
3.091042453,3.085529,3.03982E-05,,
0.693147181,1.2299013,0.288104985,,
2.397895273,2.3665545,0.000982244,,
2.944438979,2.1968706,0.558858482,,
0,0.3634433,0.132091032,,
4.262679877,4.205371,0.003284307,,
0.693147181,0.4943505,0.03952012,,
3.63758616,3.5047965,0.017633094,,
5.003946306,5.0487432,0.002006762,,
2.397895273,2.2459457,0.023088673,,
2.397895273,2.4111905,0.000176763,,
5.111987788,4.6818585,0.185011205,,
0.693147181,0.3783365,0.099105765,,
0,0.63567495,0.404082642,,
1.386294361,1.6464821,0.067697659,,
2.079441542,1.9745969,0.010992399,,
2.833213344,2.5843265,0.061944661,,
1.386294361,1.2202427,0.027573154,,
3.091042453,3.3149087,0.050116096,,
5.308267697,5.1645784,0.020646614,,
2.833213344,3.1746643,0.116588755,,
0,0.023274899,0.000541721,,
3.555348061,3.1432276,0.169843275,,
1.945910149,2.237706,0.085144819,,
1.791759469,1.5643145,0.051731214,,
3.496507561,3.3314629,0.02723974,,
0.693147181,0.6321696,0.003718265,,
2.48490665,2.3505688,0.018046658,,
1.386294361,1.1207788,0.070498513,,
2.944438979,3.1116343,0.027954275,,
1.386294361,1.4516195,0.004267374,,
4.510859507,4.591029,0.006427148,,
3.33220451,3.3324704,7.06974E-08,,
0,-0.14532465,0.021119254,,
2.564949357,3.097119,0.283204528,,
0,0.5770792,0.333020403,,
1.609437912,1.2930819,0.100081127,,
3.496507561,3.3476484,0.02215905,,
3.258096538,3.2438488,0.000202998,,
3.496507561,3.4670045,0.000870431,,
0,0.46240813,0.213821279,,
3.713572067,3.4153483,0.088937415,,
3.555348061,3.3211765,0.05483632,,
3.091042453,2.814901,0.076254102,,
0.693147181,0.67208433,0.000443644,,
4.779123493,4.735807,0.001876319,,
4.158883083,4.26361,0.010967727,,
2.48490665,2.8736799,0.15114464,,
2.708050201,2.3362703,0.138220295,,
1.791759469,1.838519,0.002186454,,
4.49980967,4.2724047,0.051713021,,
0.693147181,0.9272625,0.054809983,,
0,0.11242685,0.012639797,,
3.713572067,3.4334164,0.078487198,,
4.234106505,3.9943116,0.057501596,,
4.219507705,4.248646,0.00084904,,
3.970291914,3.899767,0.004973763,,
0,0.16347826,0.026725141,,
4.33073334,4.273075,0.003324484,,
1.098612289,1.0588012,0.001584923,,
3.951243719,3.4802144,0.221868619,,
5.455321115,5.491749,0.001326991,,
0,-0.06118834,0.003744013,,
0,0.09874648,0.009750867,,
3.871201011,3.7058995,0.02732459,,
0,0.44077274,0.194280608,,
2.995732274,2.8441887,0.022965455,,
1.791759469,1.8146776,0.000525241,,
3.433987204,3.2357237,0.039308417,,
3.091042453,3.272847,0.033052893,,
2.302585093,2.1113193,0.036582604,,
2.564949357,2.7507026,0.034504267,,
0,0.033403307,0.001115781,,
3.737669618,3.8203785,0.006840759,,
2.944438979,3.002178,0.003333795,,
2.63905733,2.1709776,0.219098633,,
3.135494216,3.1476233,0.000147115,,
2.197224577,1.7446444,0.204828817,,
2.079441542,2.3046374,0.050713175,,
3.044522438,2.9004238,0.020764417,,
3.295836866,2.8967643,0.159258913,,
3.871201011,4.095536,0.050326187,,
0.693147181,0.70222574,8.24202E-05,,
1.609437912,1.9360819,0.106696295,,
4.094344562,4.113214,0.000356056,,
5.192956851,5.049978,0.020442952,,
0,0.39020526,0.152260145,,
5.342334252,5.000483,0.116862278,,
1.386294361,1.0575116,0.108098104,,
3.713572067,3.6403067,0.005367814,,
0,0.36683267,0.134566208,,
2.48490665,2.5910792,0.01127261,,
0.693147181,0.4959377,0.038891579,,
3.828641396,3.652625,0.030981772,,
4.290459441,4.8734484,0.339876126,,
4.605170186,3.615725,0.979001776,,
4.189654742,4.2559648,0.004397024,,
3.496507561,3.6032085,0.01138509,,
3.688879454,3.9150555,0.051155604,,
5.468060141,5.599807,0.017357235,,
4.510859507,4.5897665,0.006226314,,
2.564949357,2.8433414,0.077502129,,
0,0.14800277,0.02190482,,
3.36729583,3.4316952,0.004147279,,
0,0.20369038,0.041489771,,
3.583518938,4.2109127,0.393622932,,
1.945910149,1.5851433,0.130152719,,
3.36729583,3.6587014,0.084917206,,
3.850147602,3.9983077,0.021951415,,
0.693147181,0.7280373,0.00121732,,
3.526360525,3.7239463,0.039040139,,
3.828641396,3.8538392,0.000634929,,
3.583518938,3.3962414,0.035072876,,
3.433987204,3.213427,0.048646804,,
3.135494216,2.9926658,0.020399956,,
0,0.4149508,0.172184166,,
2.63905733,3.2284262,0.347355665,,
1.609437912,1.2050095,0.163562341,,
3.850147602,4.1039925,0.064437232,,
2.708050201,2.4728646,0.055312267,,
2.63905733,2.701796,0.003936141,,
3.713572067,3.6131976,0.010075034,,
3.988984047,3.8748748,0.01302092,,
0.693147181,0.32891965,0.132661694,,
0,0.48497427,0.235200043,,
3.80666249,3.917542,0.012294266,,
2.995732274,2.8152275,0.032581973,,
4.025351691,3.7896104,0.055573956,,
4.709530201,4.8236256,0.01301776,,
4.234106505,4.244918,0.000116888,,
1.609437912,1.7288013,0.014247618,,
3.526360525,3.5451164,0.000351783,,
4.262679877,4.2819242,0.000370344,,
4.317488114,4.345432,0.000780861,,
2.63905733,2.5844347,0.002983632,,
0,-0.052966833,0.002805485,,
2.944438979,3.2057316,0.068273834,,
4.736198448,4.8766966,0.019739731,,
0,0.51241153,0.262565576,,
1.791759469,1.8216358,0.000892595,,
3.970291914,4.0390444,0.004726904,,
2.197224577,1.9747583,0.049491245,,
2.890371758,2.8851845,2.69076E-05,,
4.317488114,4.5263605,0.043627674,,
3.80666249,3.7055137,0.010231078,,
5.105945474,5.327645,0.04915068,,
3.33220451,3.2265127,0.011170759,,
0.693147181,0.8180668,0.015604911,,
1.386294361,1.7497299,0.132085391,,
1.098612289,1.1962578,0.009534646,,
5.010635294,4.996841,0.000190283,,
0,0.00428161,1.83322E-05,,
0,-0.043763995,0.001915287,,
4.158883083,3.9560745,0.041131321,,
2.890371758,3.8968978,1.013094673,,
2.772588722,2.3567052,0.172959104,,
3.663561646,3.8307216,0.02794245,,
1.945910149,1.8767891,0.004777719,,
5.198497031,5.170947,0.000759004,,
1.609437912,2.3194094,0.504059513,,
2.890371758,3.2035408,0.098074849,,
3.33220451,3.3270717,2.63457E-05,,
3.688879454,3.8623767,0.030101294,,
3.295836866,3.1824164,0.012864202,,
2.944438979,2.9582253,0.000190063,,
3.17805383,2.9438279,0.054861786,,
2.890371758,3.3776226,0.237413383,,
4.663439094,4.039651,0.389111586,,
0.693147181,0.3368197,0.126969273,,
0,0.42510933,0.180717942,,
3.951243719,4.2006693,0.062213121,,
2.995732274,3.006242,0.000110454,,
1.386294361,0.99649,0.15194744,,
0,0.4151126,0.172318471,,
0,-0.122953594,0.015117586,,
2.079441542,2.1729007,0.008734614,,
0,0.3911304,0.15298299,,
5.141663557,5.1303277,0.000128502,,
0,1.2579522,1.582443737,,
0.693147181,0.6579555,0.001238454,,
3.828641396,3.9741478,0.021172113,,
0,0.36628813,0.134166994,,
3.401197382,3.543463,0.020239506,,
2.302585093,1.6951712,0.368951637,,
4.615120517,4.3323765,0.079944179,,
4.043051268,4.1155434,0.005255109,,
2.772588722,3.2351804,0.21399106,,
2.995732274,2.655901,0.115485294,,
1.791759469,2.2138636,0.178171897,,
0.693147181,0.6797148,0.000180429,,
2.197224577,2.312424,0.013270907,,
0,0.05757752,0.003315171,,
1.609437912,1.535851,0.005415034,,
2.564949357,2.6014063,0.001329109,,
4.077537444,3.9095047,0.028235003,,
3.610917913,3.4812918,0.016802929,,
0,0.5150506,0.265277121,,
2.890371758,2.54487,0.119371465,,
3.850147602,3.4921644,0.128151973,,
4.727387819,4.301552,0.181336144,,
2.079441542,2.3012977,0.049220155,,
3.496507561,3.334944,0.026102784,,
4.718498871,4.465162,0.06417957,,
2.995732274,2.883374,0.012624382,,
3.091042453,3.3865163,0.087304794,,
0,0.30368912,0.092227082,,
1.098612289,1.182569,0.007048729,,
0,0.42544007,0.180999253,,
0.693147181,0.539097,0.023731458,,
2.48490665,2.436571,0.002336335,,
5.159055299,5.284239,0.015670959,,
4.077537444,3.8010395,0.076451113,,
1.609437912,1.4542522,0.024082605,,
1.945910149,1.9452517,4.33555E-07,,
5.18178355,5.0572586,0.015506463,,
4.158883083,4.3017607,0.020414013,,
1.098612289,1.1307771,0.001034575,,
3.295836866,3.235438,0.003648023,,
1.098612289,0.859308,0.057266543,,
2.708050201,2.0471692,0.436763698,,
0.693147181,0.598064,0.009040811,,
0,0.1788216,0.031977165,,
2.397895273,2.9973135,0.359302211,,
2.564949357,3.0623753,0.247432568,,
4.17438727,4.1563745,0.00032446,,
3.465735903,3.445878,0.000394336,,
5.204006687,5.262469,0.003417842,,
4.025351691,3.8203275,0.042034919,,
5.609471795,5.3826923,0.051428939,,
1.609437912,1.5073545,0.010421023,,
2.397895273,2.3105035,0.007637322,,
0.693147181,1.1914687,0.248324337,,
1.609437912,1.4030064,0.042613969,,
2.397895273,2.314364,0.006977474,,
0.693147181,0.60031635,0.008617563,,
4.33073334,4.6303515,0.089771042,,
1.609437912,1.3465476,0.069111316,,
3.931825633,3.7844913,0.021707406,,
1.609437912,1.9568173,0.120672439,,
1.945910149,1.3007443,0.416238973,,
1.945910149,2.1455185,0.039843494,,
5.062595033,5.041981,0.000424938,,
3.761200116,3.5924435,0.028478795,,
1.945910149,1.7929362,0.023401029,,
4.262679877,4.2698717,5.17223E-05,,
4.382026635,4.4428167,0.003695432,,
0,0.63310957,0.400827728,,
5.583496309,5.6161942,0.001069152,,
5.480638923,5.5163846,0.001277753,,
3.36729583,3.148057,0.048065665,,
3.850147602,3.4580264,0.153759037,,
3.737669618,3.7199588,0.000313673,,
4.043051268,4.0554132,0.000152817,,
4.605170186,4.5510874,0.002924948,,
1.945910149,1.5612664,0.147950814,,
4.624972813,4.6141977,0.000116103,,
3.761200116,3.9255195,0.02700086,,
2.564949357,2.4357963,0.016680512,,
4.077537444,4.289582,0.044962894,,
3.091042453,3.2370217,0.02130994,,
3.737669618,4.0068197,0.072441766,,
3.80666249,3.7028735,0.010772154,,
3.970291914,3.3324919,0.406788857,,
4.564348191,4.429314,0.018234233,,
2.944438979,2.9412377,1.02482E-05,,
1.386294361,0.5963052,0.624082875,,
2.397895273,2.3205113,0.005988279,,
4.189654742,4.0026836,0.034958208,,
1.609437912,1.5988587,0.00011192,,
4.430816799,4.381284,0.002453498,,
1.791759469,1.7299927,0.003815134,,
2.397895273,2.393307,2.10522E-05,,
0,0.035150886,0.001235585,,
2.564949357,2.8370886,0.074059767,,
5.18178355,4.96565,0.046713712,,
3.891820298,3.6251607,0.071107341,,
3.433987204,3.2643957,0.028761278,,
1.609437912,1.858801,0.062181949,,
0.693147181,0.62113625,0.005185574,,
1.098612289,0.9171,0.032946711,,
3.761200116,3.378022,0.146825468,,
